역번호,지역,노선명,철도운영기관,역명,주소,위도,경도,1월 승차이용객수,1월 하차이용객수
0424,서울,4호선,서울교통공사,명동,서울특별시 중구 퇴계로 지하126(충무로2가),37.560955,126.986271,33393,35398
0425,서울,4호선,서울교통공사,회현,서울특별시 중구 퇴계로 지하54(남창동),37.558698,126.978346,25996,27259
0426,서울,4호선,서울교통공사,서울역,서울특별시 용산구 한강대로 지하392(동자동),37.553172,126.972706,11670,21784
0427,서울,4호선,서울교통공사,숙대입구,서울특별시 용산구 한강대로 지하306(갈월동),37.5447834,126.9721,13728,13578
0428,서울,4호선,서울교통공사,삼각지,서울특별시 용산구 한강대로 지하180(한강로1가),37.534457,126.972992,6786,7939
0429,서울,4호선,서울교통공사,신용산,서울특별시 용산구 한강대로 지하112(한강로2가),37.52919,126.96858,21766,23467
0430,서울,4호선,서울교통공사,이촌,서울특별시 용산구 서빙고로 지하83(용산동5가),37.522271,126.973417,11044,11672
0431,서울,4호선,서울교통공사,동작,서울특별시 동작구 현충로 257(동작동),37.503567,126.980171,1625,1660
0432,서울,4호선,서울교통공사,총신대입구,서울특별시 동작구 동작대로 지하117(사당동),37.487521,126.982309,18538,20056
0433,서울,4호선,서울교통공사,사당,서울특별시 동작구 동작대로 지하3(사당동),37.476263,126.981636,24672,22213
0434,서울,4호선,서울교통공사,남태령,서울특별시 서초구 과천대로 지하816(방배동),37.464339,126.989081,1302,1053
1450,경기,4호선,한국철도공사,선바위,경기도 과천시 중앙로 440,37.451854,127.002164,6743,5888
1451,경기,4호선,한국철도공사,경마공원,경기도 과천시 경마공원대로 105,37.443987,127.007899,5211,5199
1452,경기,4호선,한국철도공사,대공원,경기도 과천시 대공원로 50,37.435724,127.006474,2276,2346
1453,경기,4호선,한국철도공사,과천,경기도 과천시 별양로 지하 177,37.432785,126.996542,4825,4499
1454,경기,4호선,한국철도공사,정부과천청사,경기도 과천시 중앙로 지하 100,37.426445,126.989802,12178,12776
1455,경기,4호선,한국철도공사,인덕원,경기도 안양시 동안구 흥안대로 529,37.401901,126.976718,23929,24406
1456,경기,4호선,한국철도공사,평촌,경기도 안양시 동안구 부림로 지하 123,37.394346,126.963881,16245,15843
1457,경기,4호선,한국철도공사,범계,경기도 안양시 동안구 동안로 지하 130,37.389783,126.950752,26766,26763
1708,경기,4호선,한국철도공사,금정,경기도 군포시 군포로 750,37.371957,126.943611,25758,26179
1750,경기,4호선,한국철도공사,산본,경기도 군포시 번영로 504,37.358019,126.932969,15172,16145
1751,경기,4호선,한국철도공사,수리산,경기도 군포시 번영로 385,37.350297,126.925537,3587,2985
1752,경기,4호선,한국철도공사,대야미,경기도 군포시 대야1로 28,37.328304,126.917161,4556,3992
1753,경기,4호선,한국철도공사,반월,경기도 안산시 상록구 건건로 119-10,37.312244,126.903684,3989,3838
1754,경기,4호선,한국철도공사,상록수,경기도 안산시 상록구 상록수로 61,37.302845,126.866533,13103,13262
1755,경기,4호선,한국철도공사,한대앞,경기도 안산시 상록구 충장로 337,37.309685,126.853656,8091,8086
1756,경기,4호선,한국철도공사,중앙,경기도 안산시 단원구 중앙대로 918,37.316055,126.838532,17085,17864
1757,경기,4호선,한국철도공사,고잔,경기도 안산시 단원구 중앙대로 784,37.316821,126.823094,7971,7703
1758,경기,4호선,한국철도공사,초지,경기도 안산시 단원구 중앙대로 620,37.320583,126.806151,4267,4307
1759,경기,4호선,한국철도공사,안산,경기도 안산시 단원구 중앙대로 462,37.327006,126.788748,10974,10215
1760,경기,4호선,한국철도공사,능길,경기도 안산시 단원구 황고개로 2,37.337488,126.767306,0,0
1761,경기,4호선,한국철도공사,정왕,경기도 시흥시 마유로 418길 15,37.351816,126.742844,7949,8052
1762,경기,4호선,한국철도공사,오이도,경기도 시흥시 역전로 430,37.361773,126.738437,6715,6591
0510,서울,5호선,서울교통공사,방화,서울특별시 강서구 금낭화로 지하132(방화동),37.577669,126.812822,6574,6385
0511,서울,5호선,서울교통공사,개화산,서울특별시 강서구 양천로 22(방화동),37.572458,126.806838,5717,5501
0512,서울,5호선,서울교통공사,김포공항,서울특별시 강서구 하늘길 지하77(방화동),37.56217,126.801273,13222,8278
0513,서울,5호선,서울교통공사,송정,서울특별시 강서구 공항대로 지하33(공항동),37.561253,126.812423,5932,5694
0514,서울,5호선,서울교통공사,마곡,서울특별시 강서구 공항대로 지하163(마곡동),37.560236,126.824717,15365,15259
0515,서울,5호선,서울교통공사,발산,서울특별시 강서구 공항대로 지하267(마곡동),37.55865,126.837693,22863,23478
0516,서울,5호선,서울교통공사,우장산,서울특별시 강서구 강서로 지하262(화곡동),37.548864,126.83633,13727,13894
0517,서울,5호선,서울교통공사,화곡,서울특별시 강서구 화곡로 지하168(화곡동),37.541585,126.840436,27024,25401
0518,서울,5호선,서울교통공사,까치산,서울특별시 강서구 강서로 지하54(화곡동),37.53221,126.846466,26212,25384
0519,서울,5호선,서울교통공사,신정,서울특별시 양천구 오목로 지하179(신정동),37.525001,126.856176,12680,10679
0520,서울,5호선,서울교통공사,목동,서울특별시 양천구 오목로 지하245(목동),37.526088,126.864296,15407,16693
0521,서울,5호선,서울교통공사,오목교,서울특별시 양천구 오목로 지하342(목동),37.524557,126.875049,20459,21459
0522,서울,5호선,서울교통공사,양평,서울특별시 영등포구 양산로 지하21(양평동2가),37.525614,126.886177,7756,7679
0523,서울,5호선,서울교통공사,영등포구청,서울특별시 영등포구 양산로 지하116(당산동3가),37.524209,126.895022,4649,4565
0524,서울,5호선,서울교통공사,영등포시장,서울특별시 영등포구 양산로 지하200(영등포동5가),37.52276,126.905143,11740,11811
0525,서울,5호선,서울교통공사,신길,서울특별시 영등포구 경인로114가길 지하9(영등포동1가),37.51763,126.914886,4653,4927
0526,서울,5호선,서울교통공사,여의도,서울특별시 영등포구 여의나루로 지하40(여의도동),37.521678,126.924318,27228,28269
0527,서울,5호선,서울교통공사,여의나루,서울특별시 영등포구 여의동로 지하343(여의도동),37.527045,126.932807,9711,11212
0528,서울,5호선,서울교통공사,마포,서울특별시 마포구 마포대로 지하33(도화동),37.539718,126.946043,13976,14241
0529,서울,5호선,서울교통공사,공덕,서울특별시 마포구 마포대로 지하100(공덕동),37.544005,126.951058,13411,14035
0530,서울,5호선,서울교통공사,애오개,서울특별시 마포구 마포대로 지하210(아현동),37.553592,126.956733,6458,6339
0531,서울,5호선,서울교통공사,충정로,서울특별시 서대문구 충정로 지하 28-1(충정로3가),37.560061,126.962783,4613,4677
0532,서울,5호선,서울교통공사,서대문,서울특별시 종로구 통일로 지하126(평동),37.565812,126.966639,17164,17286
0533,서울,5호선,서울교통공사,광화문,서울특별시 종로구 세종대로 지하172(세종로),37.571645,126.976568,31993,33049
0534,서울,5호선,서울교통공사,종로3가,서울특별시 종로구 돈화문로11길 지하 26(돈의동),37.572546,126.990447,14233,14238
0535,서울,5호선,서울교통공사,을지로4가,서울특별시 중구 창경궁로 지하51(주교동),37.56728,126.998127,6023,6048
0536,서울,5호선,서울교통공사,동대문역사문화공원,서울특별시 중구 마른내로 지하162(광희동1가),37.564682,127.00533,2981,3367
0537,서울,5호선,서울교통공사,청구,서울특별시 중구 청구로 지하77(신당동),37.560237,127.01379,3208,3078
0538,서울,5호선,서울교통공사,신금호,서울특별시 성동구 금호로 지하154(금호동2가),37.554504,127.020403,5750,6144
0539,서울,5호선,서울교통공사,행당,서울특별시 성동구 행당로 지하89(행당동),37.557297,127.029482,7476,6734
0540,서울,5호선,서울교통공사,왕십리,서울특별시 성동구 왕십리로 지하300(행당동),37.56197,127.037264,4540,5174
0541,서울,5호선,서울교통공사,마장,서울특별시 성동구 마장로 지하296(마장동),37.566066,127.042921,5425,5153
0542,서울,5호선,서울교통공사,답십리,서울특별시 성동구 천호대로 지하300(용답동),37.566833,127.05266,15072,13698
0543,서울,5호선,서울교통공사,장한평,서울특별시 동대문구 천호대로 지하405(장안동),37.561438,127.064601,18857,18741
0544,서울,5호선,서울교통공사,군자,서울특별시 광진구 천호대로 지하550(능동),37.557102,127.079559,11607,12943
0545,서울,5호선,서울교통공사,아차산,서울특별시 광진구 천호대로 지하657(능동),37.552005,127.089609,13722,13556
0546,서울,5호선,서울교통공사,광나루,서울특별시 광진구 아차산로 지하571(광장동),37.545301,127.103478,10240,9849
0547,서울,5호선,서울교통공사,천호,서울특별시 강동구 천호대로 지하997(천호동),37.538566,127.123539,20211,19232
0548,서울,5호선,서울교통공사,강동,서울특별시 강동구 천호대로 지하1097(천호동),37.53581,127.13249,17943,17365
0549,서울,5호선,서울교통공사,길동,서울특별시 강동구 양재대로 지하1480(길동),37.538022,127.140085,8857,9070
0550,서울,5호선,서울교통공사,굽은다리,서울특별시 강동구 양재대로 지하1572(명일동),37.545442,127.142844,9559,9153
0551,서울,5호선,서울교통공사,명일,서울특별시 강동구 양재대로 지하1632(명일동),37.551317,127.144002,7709,7724
0552,서울,5호선,서울교통공사,고덕,서울특별시 강동구 고덕로 지하253(고덕동),37.555002,127.154214,9640,9540
0553,서울,5호선,서울교통공사,상일동,서울특별시 강동구 고덕로 지하359(상일동),37.556714,127.166381,13595,13192
0554,서울,5호선,서울교통공사,강일,서울특별시 강동구 고덕로 지하456(강일동),37.557521,127.176018,5666,5288
0555,경기,5호선,서울교통공사,미사,경기도 하남시 미사강변동로 지하90(망월동),37.56309,127.192954,17252,17348
0556,경기,5호선,서울교통공사,하남풍산,경기도 하남시 덕풍서로 지하50(덕풍동),37.552201,127.203897,4331,4326
0557,경기,5호선,서울교통공사,하남시청,경기도 하남시 하남대로 지하820(덕풍동),37.541723,127.206901,8090,7681
0558,경기,5호선,서울교통공사,하남검단산,경기도 하남시 대청로 지하100(창우동),37.539729,127.223427,6282,5960
P549,서울,5호선,서울교통공사,둔촌동,서울특별시 강동구 양재대로 지하1369(둔촌동),37.527787,127.136219,12730,12582
P550,서울,5호선,서울교통공사,올림픽공원,서울특별시 송파구 양재대로 지하1233(방이동),37.516217,127.130957,4817,4276
P551,서울,5호선,서울교통공사,방이,서울특별시 송파구 양재대로 지하1127(방이동),37.508752,127.126054,7446,7554
P552,서울,5호선,서울교통공사,오금,서울특별시 송파구 오금로 지하321(오금동),37.502228,127.127701,3403,3448
P553,서울,5호선,서울교통공사,개롱,서울특별시 송파구 오금로 지하402(가락동),37.498097,127.134817,5992,6272
P554,서울,5호선,서울교통공사,거여,서울특별시 송파구 오금로 지하499(거여동),37.493208,127.143983,9370,9250
P555,서울,5호선,서울교통공사,마천,서울특별시 송파구 마천로57길 지하7(마천동),37.494972,127.152784,6709,6132
0610,서울,6호선,서울교통공사,구산,서울특별시 은평구 연서로 지하137-1(구산동),37.611196,126.9172519,7704,6322
0611,서울,6호선,서울교통공사,연신내,서울특별시 은평구 통일로 지하849(갈현동),37.618483,126.920403,2,0
0612,서울,6호선,서울교통공사,독바위,서울특별시 은평구 불광로 지하129-1(불광동),37.618413,126.933035,2467,2616
0613,서울,6호선,서울교통공사,불광,서울특별시 은평구 통일로 지하723-1(대조동),37.610919,126.929504,4640,4116
0614,서울,6호선,서울교통공사,역촌,서울특별시 은평구 서오릉로 지하63(녹번동),37.60605,126.922764,3756,4317
0615,서울,6호선,서울교통공사,응암,서울특별시 은평구 증산로 지하477(신사동),37.59859,126.915583,16764,16707
0616,서울,6호선,서울교통공사,새절,서울특별시 은평구 증산로 지하400(신사동),37.591148,126.913613,11713,11148
0617,서울,6호선,서울교통공사,증산,서울특별시 은평구 증산로 지하306(증산동),37.583989,126.909785,4181,4428
0618,서울,6호선,서울교통공사,디지털미디어시티,서울특별시 은평구 수색로 지하175(증산동),37.5760805,126.901343,13273,14386
0619,서울,6호선,서울교통공사,월드컵경기장,서울특별시 마포구 월드컵로 지하240(성산동),37.569439,126.899077,3920,3987
0620,서울,6호선,서울교통공사,마포구청,서울특별시 마포구 월드컵로 지하190(성산동),37.563529,126.903356,13691,12637
0621,서울,6호선,서울교통공사,망원,서울특별시 마포구 월드컵로 지하77(망원동),37.556031,126.910129,16065,17102
0622,서울,6호선,서울교통공사,합정,서울특별시 마포구 양화로 지하45(합정동),37.549033,126.913546,12994,12887
0623,서울,6호선,서울교통공사,상수,서울특별시 마포구 독막로 지하85(상수동),37.547704,126.92292,10107,11125
0624,서울,6호선,서울교통공사,광흥창,서울특별시 마포구 독막로 지하165(창전동),37.547464,126.931971,8828,8481
0625,서울,6호선,서울교통공사,대흥,서울특별시 마포구 대흥로 지하85(대흥동),37.547732,126.942214,8460,8839
0626,서울,6호선,서울교통공사,공덕,서울특별시 마포구 백범로 지하200(공덕동),37.543592,126.951664,17777,17232
0627,서울,6호선,서울교통공사,효창공원앞,서울특별시 용산구 백범로 지하287(효창동),37.539279,126.961348,7019,6370
0628,서울,6호선,서울교통공사,삼각지,서울특별시 용산구 한강대로 지하185(한강로1가),37.535563,126.973996,7047,6490
0629,서울,6호선,서울교통공사,녹사평,서울특별시 용산구 녹사평대로 지하195(용산동4가),37.53469,126.98665,4957,5119
0630,서울,6호선,서울교통공사,이태원,서울특별시 용산구 이태원로 지하177(이태원동),37.534485,126.994369,11411,12521
0631,서울,6호선,서울교통공사,한강진,서울특별시 용산구 이태원로 지하287(한남동),37.53956,127.001729,8970,10580
0632,서울,6호선,서울교통공사,버티고개,서울특별시 중구 다산로 지하38(신당동),37.547933,127.006948,2101,2109
0633,서울,6호선,서울교통공사,약수,서울특별시 중구 다산로 지하115(신당동),37.554087,127.010237,3460,3400
0634,서울,6호선,서울교통공사,청구,서울특별시 중구 청구로 지하77(신당동),37.560221,127.013776,3542,3514
0635,서울,6호선,서울교통공사,신당,서울특별시 중구 다산로 지하260(흥인동),37.567534,127.0161118,8316,8373
0636,서울,6호선,서울교통공사,동묘앞,서울특별시 종로구 지봉로 지하24(숭인동),37.572275,127.015666,8793,8793
0637,서울,6호선,서울교통공사,창신,서울특별시 종로구 지봉로 지하112(창신동),37.579772,127.015246,3209,2672
0638,서울,6호선,서울교통공사,보문,서울특별시 성북구 보문로 지하116(보문동1가),37.585293,127.019377,7484,7036
0639,서울,6호선,서울교통공사,안암,서울특별시 성북구 고려대로 지하89(안암동5가),37.586261,127.02903,10685,10480
0640,서울,6호선,서울교통공사,고려대,서울특별시 성북구 종암로 지하1(종암동),37.59034,127.03626,7734,7444
0641,서울,6호선,서울교통공사,월곡,서울특별시 성북구 월곡로 지하107(하월곡동),37.60192,127.041492,10535,10335
0642,서울,6호선,서울교통공사,상월곡,서울특별시 성북구 화랑로 지하157(상월곡동),37.606392,127.048509,5845,5240
0643,서울,6호선,서울교통공사,돌곶이,서울특별시 성북구 화랑로 지하243(석관동),37.610522,127.056419,11083,10375
0644,서울,6호선,서울교통공사,석계,서울특별시 노원구 화랑로 지하 347-1(월계동),37.614937,127.065922,11200,11625
0645,서울,6호선,서울교통공사,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),37.617319,127.074741,5436,5661
0646,서울,6호선,서울교통공사,화랑대,서울특별시 노원구 화랑로 지하510(공릉동),37.619875,127.084106,9746,8206
0647,서울,6호선,서울교통공사,봉화산,서울특별시 중랑구 신내로 지하232(신내동),37.617429,127.0912326,7815,7391
0648,서울,6호선,서울교통공사,신내,서울특별시 중랑구 용마산로136길 33 신내차량기지,37.612571,127.104326,1,0
0709,경기,7호선,서울교통공사,장암,경기도 의정부시 동일로 121(장암동),37.70015,127.053126,2381,994
0710,서울,7호선,서울교통공사,도봉산,서울특별시 도봉구 도봉로 964-40(도봉동),37.689131,127.046548,7730,9031
0711,서울,7호선,서울교통공사,수락산,서울특별시 노원구 동일로 지하1662(상계동),37.677804,127.055314,11491,11563
0712,서울,7호선,서울교통공사,마들,서울특별시 노원구 동일로 지하1530-1(상계동),37.664985,127.057701,12403,11850
0713,서울,7호선,서울교통공사,노원,서울특별시 노원구 동일로 지하1409(상계동),37.654478,127.060555,19856,20586
0714,서울,7호선,서울교통공사,중계,서울특별시 노원구 동일로 지하1308-1(중계동),37.645052,127.064084,13391,12437
0715,서울,7호선,서울교통공사,하계,서울특별시 노원구 동일로 지하1196(하계동),37.636363,127.067999,16658,15646
0716,서울,7호선,서울교통공사,공릉,서울특별시 노원구 동일로 지하1074(공릉동),37.625642,127.072969,11476,11410
0717,서울,7호선,서울교통공사,태릉입구,서울특별시 노원구 동일로 지하 992-1(공릉동),37.618519,127.075361,7808,7338
0718,서울,7호선,서울교통공사,먹골,서울특별시 중랑구 동일로 지하901(묵동),37.610638,127.077719,9692,9702
0719,서울,7호선,서울교통공사,중화,서울특별시 중랑구 동일로 지하797(중화동),37.602604,127.079254,10319,10285
0720,서울,7호선,서울교통공사,상봉,서울특별시 중랑구 망우로 297(상봉동),37.595673,127.085708,17462,16922
0721,서울,7호선,서울교통공사,면목,서울특별시 중랑구 면목로 지하407(면목동),37.588671,127.087503,13619,13243
0722,서울,7호선,서울교통공사,사가정,서울특별시 중랑구 사가정로 지하393(면목동),37.580912,127.088502,14981,15095
0723,서울,7호선,서울교통공사,용마산,서울특별시 중랑구 용마산로 지하227(면목동),37.573752,127.086802,5399,5397
0724,서울,7호선,서울교통공사,중곡,서울특별시 광진구 능동로 지하417(중곡동),37.565877,127.084291,10285,9874
0725,서울,7호선,서울교통공사,군자,서울특별시 광진구 천호대로 지하550(능동),37.557151,127.079484,14784,11758
0726,서울,7호선,서울교통공사,어린이대공원,서울특별시 광진구 능동로 지하210(화양동),37.547962,127.07465,12944,12794
0727,서울,7호선,서울교통공사,건대입구,서울특별시 광진구 능동로 지하110(화양동),37.540882,127.071103,13433,13882
0728,서울,7호선,서울교통공사,자양,서울특별시 광진구 능동로 10(자양동),37.531558,127.066714,8009,7903
0729,서울,7호선,서울교통공사,청담,서울특별시 강남구 학동로 지하508(청담동),37.519097,127.051851,16933,18277
0730,서울,7호선,서울교통공사,강남구청,서울특별시 강남구 학동로 지하346(삼성동),37.517185,127.04122,15039,16652
0731,서울,7호선,서울교통공사,학동,서울특별시 강남구 학동로 지하180(논현동),37.5142461,127.0316039,21109,21863
0732,서울,7호선,서울교통공사,논현,서울특별시 강남구 학동로 지하102(논현동),37.511108,127.021385,17608,18584
0733,서울,7호선,서울교통공사,반포,서울특별시 서초구 신반포로 지하241(잠원동),37.508171,127.011717,6300,6038
0734,서울,7호선,서울교통공사,고속터미널,서울특별시 서초구 신반포로 지하188(반포동),37.503387,127.005055,17633,14534
0735,서울,7호선,서울교통공사,내방,서울특별시 서초구 서초대로 지하103(방배동),37.48764,126.993541,13867,13936
0736,서울,7호선,서울교통공사,총신대입구,서울특별시 동작구 사당로 지하310(사당동),37.485258,126.981766,18538,20056
0737,서울,7호선,서울교통공사,남성,서울특별시 동작구 사당로 지하218(사당동),37.484688,126.971108,10371,10025
0738,서울,7호선,서울교통공사,숭실대입구,서울특별시 동작구 상도로 지하378(상도동),37.496258,126.953649,11510,11596
0739,서울,7호선,서울교통공사,상도,서울특별시 동작구 상도로 지하272(상도1동),37.50279,126.947949,11116,10727
0740,서울,7호선,서울교통공사,장승배기,서울특별시 동작구 상도로 지하188(상도동),37.504845,126.939025,9205,9018
0741,서울,7호선,서울교통공사,신대방삼거리,서울특별시 동작구 상도로 지하76(대방동),37.499717,126.928218,14132,13798
0742,서울,7호선,서울교통공사,보라매,서울특별시 동작구 상도로 지하2(대방동),37.499916,126.920112,6211,6447
0743,서울,7호선,서울교통공사,신풍,서울특별시 영등포구 신풍로 지하27(신길동),37.500107,126.909806,11289,10752
0744,서울,7호선,서울교통공사,대림,서울특별시 영등포구 도림로 지하137(대림동),37.492984,126.896997,9020,9011
0745,서울,7호선,서울교통공사,남구로,서울특별시 구로구 도림로 지하7(구로동),37.486181,126.887372,13950,14703
0746,서울,7호선,서울교통공사,가산디지털단지,서울특별시 금천구 벚꽃로 309(가산동),37.480376,126.882704,38780,38443
0747,경기,7호선,서울교통공사,철산,경기도 광명시 철산로 지하13(철산동),37.47616,126.868217,20993,21492
0748,경기,7호선,서울교통공사,광명사거리,경기도 광명시 오리로 지하980(광명동),37.47927,126.854854,20852,20758
0749,서울,7호선,서울교통공사,천왕,서울특별시 구로구 오리로 지하1154(천왕동),37.486699,126.838684,10635,10345
0750,서울,7호선,서울교통공사,온수,서울특별시 구로구 경인로3길 지하64(온수동),37.492059,126.823294,8314,7615
3753,경기,7호선,인천교통공사,까치울,경기도 부천시 원미구 길주로 지하 626 (춘의동),37.506236,126.81095,5763,5597
3754,경기,7호선,인천교통공사,부천종합운동장,경기도 부천시 원미구 길주로 지하 502 (춘의동),37.505381,126.79735,2614,2666
3755,경기,7호선,인천교통공사,춘의,경기도 부천시 원미구 길주로 지하 406 (춘의동),37.50365,126.787069,9141,8981
3756,경기,7호선,인천교통공사,신중동,경기도 부천시 원미구 길주로 지하 314 (중동),37.503081,126.776161,14659,14824
3757,경기,7호선,인천교통공사,부천시청,경기도 부천시 원미구 길주로 지하 202 (중동),37.504611,126.763561,13773,13793
3758,경기,7호선,인천교통공사,상동,경기도 부천시 원미구 길주로 지하 104 (상동),37.505769,126.753081,14192,14528
3759,인천,7호선,인천교통공사,삼산체육관,인천광역시 부평구 길주로 지하 713 (삼산동),37.506431,126.742081,5879,5459
3760,인천,7호선,인천교통공사,굴포천,인천광역시 부평구 길주로 지하 623 (삼산동),37.50695,126.731481,9074,9330
3761,인천,7호선,인천교통공사,부평구청,인천광역시 부평구 길주로 지하 527 (갈산동),37.507523,126.721356,6513,6108
3762,인천,7호선,인천교통공사,산곡,인천광역시 부평구 길주로 지하 379 (산곡동),37.508547,126.70351,9733,9112
3763,인천,7호선,인천교통공사,석남,인천광역시 서구 길주로 지하 120 (석남동),37.506208,126.676213,7477,6640
0804,경기,8호선,남양주도시공사,별내,경기도 남양주시 경춘북로 375(별내동),37.642517,127.1273,7747,7187
0805,경기,8호선,남양주도시공사,다산,경기도 남양주 다산중앙로 123번길(다산동),37.62437,127.1498,9730,9500
0806,경기,8호선,구리도시공사,동구릉,경기도 구리시 동구릉로 135(인창동 679-8),37.611309,127.138048,9429,9195
0807,경기,8호선,구리도시공사,구리,경기도 구리시 건원대로34번길 32-29 (인창동),37.603795,127.1418,10166,10131
0808,경기,8호선,구리도시공사,장자호수공원,경기도 구리시 장자대로 67 (수택동),37.58722,127.13778,6455,6184
0809,서울,8호선,서울교통공사,암사역사공원,서울시 강동구 아리수로 27번길 2,37.557167,127.137556,6246,5497
0810,서울,8호선,서울교통공사,암사,서울특별시 강동구 올림픽로 지하776(암사동),37.550127,127.127521,15139,14208
0811,서울,8호선,서울교통공사,천호,서울특별시 강동구 천호대로 지하997(천호동),37.53792,127.123179,17435,19833
0812,서울,8호선,서울교통공사,강동구청,서울특별시 강동구 올림픽로 지하550(성내동),37.530348,127.120461,10139,10432
0813,서울,8호선,서울교통공사,몽촌토성,서울특별시 송파구 올림픽로 지하383(신천동),37.517692,127.11274,7358,7636
0814,서울,8호선,서울교통공사,잠실,서울특별시 송파구 올림픽로 305(신천동),37.5142827,127.1031312,20260,22906
0815,서울,8호선,서울교통공사,석촌,서울특별시 송파구 송파대로 지하439(석촌동),37.505396,127.106995,8945,10075
0816,서울,8호선,서울교통공사,송파,서울특별시 송파구 송파대로 지하354(가락동),37.49978,127.11212,9442,9426
0817,서울,8호선,서울교통공사,가락시장,서울특별시 송파구 송파대로 지하257(가락동),37.493004,127.118279,8404,9133
0818,서울,8호선,서울교통공사,문정,서울특별시 송파구 송파대로 지하179(문정동),37.485931,127.122473,21214,21995
0819,서울,8호선,서울교통공사,장지,서울특별시 송파구 송파대로 지하82(장지동),37.478609,127.126229,16393,15301
0820,서울,8호선,서울교통공사,복정,서울특별시 송파구 송파대로 지하6(장지동),37.471016,127.126746,8689,7413
0821,경기,8호선,서울교통공사,남위례,경기도 성남시 수정구 공원로 601(복정동),37.462839,127.139047,7070,6996
0822,경기,8호선,서울교통공사,산성,경기도 성남시 수정구 수정로 지하365(신흥동),37.456886,127.149927,5674,5781
0823,경기,8호선,서울교통공사,남한산성입구,경기도 성남시 수정구 산성대로 지하445(단대동),37.451568,127.159845,11284,10104
0824,경기,8호선,서울교통공사,단대오거리,경기도 성남시 수정구 산성대로 지하365(신흥동),37.445057,127.156735,10967,10728
0825,경기,8호선,서울교통공사,신흥,경기도 성남시 수정구 산성대로 지하280(신흥동),37.440952,127.14759,5221,5332
0826,경기,8호선,서울교통공사,수진,경기도 성남시 수정구 산성대로 지하200(수진동),37.437575,127.140936,5218,4826
0827,경기,8호선,서울교통공사,모란,경기도 성남시 수정구 산성대로 지하100(수진동),37.433988,127.129921,4875,3928
4101,서울,9호선,서울시메트로9호선(주),개화,서울특별시 강서구 개화동로8길 19,37.578611,126.798333,2232,1526
4102,서울,9호선,서울시메트로9호선(주),김포공항,서울특별시 강서구 하늘길 지하77,37.562056,126.801633,5969,11110
4103,서울,9호선,서울시메트로9호선(주),공항시장,서울특별시 강서구 방화동로 지하30,37.563611,126.810278,2627,2867
4104,서울,9호선,서울시메트로9호선(주),신방화,서울특별시 강서구 방화대로 지하301,37.5675,126.816667,6538,6459
4105,서울,9호선,서울시메트로9호선(주),마곡나루,서울특별시 강서구 마곡중앙5로 지하2,37.566717,126.8276071,14362,13904
4106,서울,9호선,서울시메트로9호선(주),양천향교,서울특별시 강서구 양천로 지하341,37.568333,126.841389,10141,10356
4107,서울,9호선,서울시메트로9호선(주),가양,서울특별시 강서구 양천로 지하485,37.561111,126.855078,20626,20331
4108,서울,9호선,서울시메트로9호선(주),증미,서울특별시 강서구 양천로 지하560,37.55785,126.861067,7435,7241
4109,서울,9호선,서울시메트로9호선(주),등촌,서울특별시 강서구 공항대로 지하529,37.551111,126.864722,12056,11839
